District_Name,UnitName,FIRNo,Year,Month,CrimeGroup_Name,Latitude,Longitude,VICTIM COUNT,Accused Count,Day
LALITPUR,Lalitpur Police Unit,7568/2021,2019,8,Fraud,26.700694,82.70979,2,2,2
KATHMANDU,Kathmandu Police Unit,2754/2015,2023,8,Assault,26.483181,80.422282,0,5,24
LALITPUR,Lalitpur Police Unit,563/2017,2024,2,Drug Trafficking,26.495151,82.978689,5,5,5
DHANUSHA,Dhanusha Police Unit,4773/2021,2022,11,Theft,27.844584,80.825097,1,4,5
BANKE,Banke Police Unit,4790/2018,2017,2,Homicide,29.853186,87.519077,1,3,24
CHITWAN,Chitwan Police Unit,4081/2022,2017,12,Fraud,28.485191,82.086403,4,1,25
RUPANDEHI,Rupandehi Police Unit,8794/2016,2015,9,Kidnapping,27.456668,84.419008,3,2,11
SUNSARI,Sunsari Police Unit,872/2017,2019,5,Drug Trafficking,26.813333,84.820216,0,2,25
DHANUSHA,Dhanusha Police Unit,5543/2020,2019,9,Theft,28.180605,80.824849,4,0,3
KASKI,Kaski Police Unit,2397/2015,2018,7,Domestic Violence,27.156534,81.280416,1,4,26
RUPANDEHI,Rupandehi Police Unit,1993/2016,2021,9,Assault,28.959783,81.75925,5,1,5
CHITWAN,Chitwan Police Unit,285/2015,2024,12,Domestic Violence,27.127068,84.175572,2,0,20
KASKI,Kaski Police Unit,9860/2018,2021,1,Theft,29.219656,83.574711,1,0,13
BHAKTAPUR,Bhaktapur Police Unit,4898/2018,2017,7,Theft,29.978043,84.815684,3,3,21
BANKE,Banke Police Unit,7208/2016,2017,8,Theft,27.434339,82.595642,4,0,23
DHANUSHA,Dhanusha Police Unit,41/2019,2021,7,Domestic Violence,30.26375,83.806905,3,2,3
KASKI,Kaski Police Unit,2770/2017,2023,10,Homicide,26.48801,86.923853,4,1,27
KATHMANDU,Kathmandu Police Unit,5308/2024,2023,6,Theft,26.53621,81.63035,5,1,28
MORANG,Morang Police Unit,9083/2024,2017,10,Smuggling,30.402898,82.786566,5,2,14
BHAKTAPUR,Bhaktapur Police Unit,809/2019,2024,1,Assault,26.833694,80.862381,4,0,20
CHITWAN,Chitwan Police Unit,7853/2022,2021,12,Domestic Violence,29.356369,86.703433,3,1,1
DHANUSHA,Dhanusha Police Unit,6081/2022,2017,2,Fraud,27.754165,83.152775,1,1,27
BHAKTAPUR,Bhaktapur Police Unit,6677/2018,2020,3,Theft,28.920087,85.978287,5,0,2
CHITWAN,Chitwan Police Unit,6771/2022,2019,4,Drug Trafficking,27.88802,87.843303,2,5,20
KASKI,Kaski Police Unit,8819/2016,2020,10,Cyber Crime,28.713001,83.302329,3,5,14
CHITWAN,Chitwan Police Unit,8488/2015,2023,12,Theft,27.956759,82.376559,2,5,15
CHITWAN,Chitwan Police Unit,6638/2017,2015,1,Kidnapping,29.030445,83.635588,5,3,1
BANKE,Banke Police Unit,8548/2016,2015,1,Smuggling,29.653807,80.191478,3,1,11
SUNSARI,Sunsari Police Unit,5973/2020,2015,2,Theft,27.537058,81.870222,3,1,18
SUNSARI,Sunsari Police Unit,8869/2016,2018,7,Assault,28.446079,81.765846,1,3,7
LALITPUR,Lalitpur Police Unit,6955/2015,2018,1,Human Trafficking,28.192865,86.580669,0,1,13
RUPANDEHI,Rupandehi Police Unit,2917/2021,2019,11,Human Trafficking,29.690299,84.722978,3,3,7
DHANUSHA,Dhanusha Police Unit,2371/2022,2022,3,Drug Trafficking,26.966807,86.8454,4,0,12
BANKE,Banke Police Unit,1820/2021,2019,1,Drug Trafficking,27.552713,85.10368,2,1,10
BANKE,Banke Police Unit,3184/2021,2020,10,Human Trafficking,26.917491,86.742473,0,1,6
DHANUSHA,Dhanusha Police Unit,4825/2021,2023,3,Kidnapping,27.596077,86.345479,4,5,23
KATHMANDU,Kathmandu Police Unit,3052/2019,2015,5,Cyber Crime,27.411737,86.482406,5,0,23
BANKE,Banke Police Unit,9744/2020,2019,7,Theft,30.157037,82.093293,5,2,1
DHANUSHA,Dhanusha Police Unit,2010/2024,2017,12,Domestic Violence,27.304233,86.218881,4,4,3
BANKE,Banke Police Unit,9444/2022,2016,10,Kidnapping,27.499759,88.004732,3,5,13
BANKE,Banke Police Unit,607/2020,2021,3,Human Trafficking,27.543607,84.130516,2,4,27
BANKE,Banke Police Unit,8125/2023,2017,2,Fraud,27.086654,87.685845,1,3,5
BHAKTAPUR,Bhaktapur Police Unit,3022/2022,2018,3,Homicide,29.755341,80.718255,5,3,9
MORANG,Morang Police Unit,7686/2022,2021,3,Drug Trafficking,28.318009,83.6179,2,2,27
SUNSARI,Sunsari Police Unit,7344/2021,2022,8,Homicide,28.433392,81.052497,5,0,14
LALITPUR,Lalitpur Police Unit,7627/2022,2015,10,Drug Trafficking,30.129277,81.396816,1,5,4
CHITWAN,Chitwan Police Unit,3241/2021,2017,7,Domestic Violence,29.895125,88.092875,2,4,8
BHAKTAPUR,Bhaktapur Police Unit,542/2018,2019,6,Kidnapping,29.261174,88.012694,5,0,15
SUNSARI,Sunsari Police Unit,830/2023,2020,2,Domestic Violence,30.205436,81.530254,2,5,24
BANKE,Banke Police Unit,1184/2019,2019,3,Human Trafficking,27.45816,85.869706,4,2,2
KATHMANDU,Kathmandu Police Unit,223/2018,2022,11,Drug Trafficking,27.913537,81.746217,4,2,3
LALITPUR,Lalitpur Police Unit,9417/2022,2020,1,Fraud,30.201556,80.746964,1,5,3
BANKE,Banke Police Unit,7647/2022,2023,11,Theft,29.921711,86.554705,4,0,7
BANKE,Banke Police Unit,9205/2019,2019,3,Domestic Violence,27.455654,85.060344,4,5,6
DHANUSHA,Dhanusha Police Unit,4514/2023,2021,9,Theft,27.875693,86.281349,1,2,2
KATHMANDU,Kathmandu Police Unit,9619/2017,2020,12,Domestic Violence,28.329907,81.085501,4,5,5
BANKE,Banke Police Unit,6884/2024,2023,3,Human Trafficking,27.615117,88.090013,4,2,12
DHANUSHA,Dhanusha Police Unit,5394/2023,2015,4,Smuggling,29.851912,84.901338,4,3,21
SUNSARI,Sunsari Police Unit,4028/2016,2015,1,Theft,27.147929,81.870598,5,1,19
SUNSARI,Sunsari Police Unit,9039/2021,2019,4,Assault,28.129888,84.117637,4,3,24
MORANG,Morang Police Unit,688/2017,2015,3,Smuggling,26.552689,81.040114,4,5,27
DHANUSHA,Dhanusha Police Unit,3282/2023,2024,11,Theft,27.501858,81.328266,3,0,10
LALITPUR,Lalitpur Police Unit,5190/2021,2016,5,Homicide,28.22636,81.17819,0,2,6
LALITPUR,Lalitpur Police Unit,3540/2017,2021,11,Domestic Violence,29.767552,84.769923,2,5,3
DHANUSHA,Dhanusha Police Unit,1071/2017,2024,6,Theft,26.808464,87.139084,2,4,27
RUPANDEHI,Rupandehi Police Unit,6553/2015,2022,6,Kidnapping,29.371216,81.788154,1,0,8
MORANG,Morang Police Unit,2607/2023,2020,2,Domestic Violence,29.747773,84.513648,2,5,6
SUNSARI,Sunsari Police Unit,1439/2021,2016,11,Domestic Violence,29.713557,84.754968,5,5,23
BANKE,Banke Police Unit,1827/2020,2022,10,Smuggling,29.507595,83.263376,0,4,14
DHANUSHA,Dhanusha Police Unit,3093/2022,2023,5,Homicide,28.463622,82.967827,5,4,2
CHITWAN,Chitwan Police Unit,1463/2022,2016,10,Fraud,27.223618,83.226363,4,2,17
CHITWAN,Chitwan Police Unit,2459/2022,2020,5,Homicide,27.518916,85.356463,4,4,14
SUNSARI,Sunsari Police Unit,851/2022,2020,6,Human Trafficking,29.899433,86.968717,5,4,21
LALITPUR,Lalitpur Police Unit,1464/2018,2021,12,Drug Trafficking,28.446285,83.054489,0,2,18
BHAKTAPUR,Bhaktapur Police Unit,1944/2016,2018,11,Homicide,28.350838,83.324002,3,5,14
CHITWAN,Chitwan Police Unit,9709/2023,2021,1,Drug Trafficking,27.926412,81.197793,0,5,13
MORANG,Morang Police Unit,5028/2022,2019,11,Theft,30.039656,84.159033,0,1,20
LALITPUR,Lalitpur Police Unit,7332/2021,2019,2,Fraud,28.293001,85.974681,1,1,7
RUPANDEHI,Rupandehi Police Unit,3608/2022,2017,4,Cyber Crime,29.924918,81.289311,4,3,5
MORANG,Morang Police Unit,4309/2022,2019,8,Homicide,29.395118,82.101572,4,3,23
MORANG,Morang Police Unit,55/2024,2023,1,Domestic Violence,29.629937,87.468293,0,3,25
KASKI,Kaski Police Unit,9114/2022,2021,6,Kidnapping,29.046233,80.461971,2,2,7
KASKI,Kaski Police Unit,4316/2024,2015,11,Human Trafficking,28.727769,82.530638,3,2,11
BANKE,Banke Police Unit,4638/2017,2015,12,Domestic Violence,28.619205,84.588278,3,3,12
KASKI,Kaski Police Unit,5473/2021,2016,10,Domestic Violence,28.445944,86.501955,0,1,3
CHITWAN,Chitwan Police Unit,5386/2024,2022,7,Cyber Crime,28.66754,81.321117,0,3,26
LALITPUR,Lalitpur Police Unit,965/2022,2020,3,Smuggling,30.194823,82.215847,3,4,3
BHAKTAPUR,Bhaktapur Police Unit,281/2022,2015,12,Theft,26.829253,83.773161,4,0,20
SUNSARI,Sunsari Police Unit,3890/2024,2016,11,Homicide,28.880732,85.604418,3,5,26
KASKI,Kaski Police Unit,7464/2015,2016,11,Drug Trafficking,29.009278,86.446687,1,3,13
CHITWAN,Chitwan Police Unit,3171/2015,2023,3,Human Trafficking,27.981375,85.797744,3,1,12
BHAKTAPUR,Bhaktapur Police Unit,1974/2023,2017,7,Cyber Crime,28.191078,87.470382,1,5,27
BHAKTAPUR,Bhaktapur Police Unit,8035/2023,2017,3,Assault,27.707335,87.392964,3,4,25
MORANG,Morang Police Unit,8911/2020,2020,10,Theft,28.729106,82.816394,3,1,8
SUNSARI,Sunsari Police Unit,1564/2020,2020,5,Assault,27.913654,88.098651,4,0,1
CHITWAN,Chitwan Police Unit,3630/2017,2019,7,Theft,29.099953,86.355446,3,4,13
KATHMANDU,Kathmandu Police Unit,4834/2019,2018,5,Human Trafficking,30.168464,82.397031,4,0,23
KATHMANDU,Kathmandu Police Unit,3754/2020,2016,11,Drug Trafficking,27.426086,82.312656,2,2,10
BANKE,Banke Police Unit,7610/2019,2017,1,Drug Trafficking,28.640716,82.89169,3,3,6
KASKI,Kaski Police Unit,9631/2017,2016,8,Domestic Violence,29.535299,81.039953,0,4,25
CHITWAN,Chitwan Police Unit,2027/2015,2018,6,Smuggling,29.456249,81.463515,3,0,6
CHITWAN,Chitwan Police Unit,1807/2021,2018,9,Assault,30.180563,88.024389,2,0,21
CHITWAN,Chitwan Police Unit,3414/2020,2020,8,Assault,27.319552,85.621125,4,4,12
RUPANDEHI,Rupandehi Police Unit,23/2015,2018,2,Homicide,27.60654,80.443235,0,4,19
SUNSARI,Sunsari Police Unit,9907/2024,2021,3,Kidnapping,29.801657,81.113241,3,4,13
BANKE,Banke Police Unit,5865/2020,2022,5,Human Trafficking,28.406138,80.103131,3,5,14
RUPANDEHI,Rupandehi Police Unit,5757/2018,2020,11,Fraud,29.167953,85.822911,1,4,26
RUPANDEHI,Rupandehi Police Unit,5307/2019,2016,6,Drug Trafficking,29.606859,85.490603,1,5,13
DHANUSHA,Dhanusha Police Unit,9992/2017,2017,3,Human Trafficking,28.351209,83.08003,2,1,4
RUPANDEHI,Rupandehi Police Unit,6079/2023,2024,6,Drug Trafficking,26.550481,84.735745,5,4,14
CHITWAN,Chitwan Police Unit,5996/2023,2019,2,Homicide,28.266287,87.306306,4,5,23
CHITWAN,Chitwan Police Unit,2609/2018,2016,2,Homicide,27.302399,81.794909,0,5,27
RUPANDEHI,Rupandehi Police Unit,4092/2017,2023,5,Cyber Crime,29.600606,81.213671,5,4,17
RUPANDEHI,Rupandehi Police Unit,5290/2017,2016,6,Theft,30.414955,82.855297,4,2,11
DHANUSHA,Dhanusha Police Unit,3104/2021,2024,11,Cyber Crime,29.008835,84.498006,1,4,22
CHITWAN,Chitwan Police Unit,5213/2021,2024,5,Human Trafficking,29.693343,82.043737,2,1,12
CHITWAN,Chitwan Police Unit,8344/2019,2017,5,Assault,28.650143,81.010014,4,3,3
LALITPUR,Lalitpur Police Unit,9120/2017,2018,8,Human Trafficking,28.463688,87.079405,4,3,7
RUPANDEHI,Rupandehi Police Unit,815/2023,2022,2,Human Trafficking,26.795022,84.480083,0,1,3
BHAKTAPUR,Bhaktapur Police Unit,3800/2024,2018,11,Drug Trafficking,28.473933,82.010452,4,5,27
MORANG,Morang Police Unit,7455/2019,2015,2,Cyber Crime,27.743673,82.460352,2,0,25
CHITWAN,Chitwan Police Unit,5154/2017,2015,6,Homicide,29.498903,86.73699,1,2,26
KASKI,Kaski Police Unit,6907/2021,2022,6,Human Trafficking,27.95946,84.917555,1,0,20
CHITWAN,Chitwan Police Unit,3327/2021,2022,1,Fraud,29.622812,81.639398,5,4,21
RUPANDEHI,Rupandehi Police Unit,140/2019,2016,1,Human Trafficking,28.80122,80.111311,5,4,14
CHITWAN,Chitwan Police Unit,1221/2018,2016,1,Cyber Crime,28.880509,86.631144,4,2,15
BHAKTAPUR,Bhaktapur Police Unit,Oct-23,2021,11,Human Trafficking,27.771355,82.282878,0,1,22
CHITWAN,Chitwan Police Unit,6799/2019,2016,6,Theft,26.393681,84.027549,5,5,7
LALITPUR,Lalitpur Police Unit,9681/2018,2016,9,Smuggling,26.482135,87.867829,5,0,1
MORANG,Morang Police Unit,6407/2021,2019,6,Smuggling,28.510244,80.856311,4,1,15
BHAKTAPUR,Bhaktapur Police Unit,9795/2015,2022,1,Fraud,30.046075,84.34556,1,1,1
CHITWAN,Chitwan Police Unit,5547/2022,2024,4,Theft,30.128455,81.563972,3,3,26
SUNSARI,Sunsari Police Unit,9261/2022,2017,4,Theft,27.052988,81.265141,0,1,26
KATHMANDU,Kathmandu Police Unit,702/2021,2015,7,Drug Trafficking,27.279913,87.68001,0,4,21
CHITWAN,Chitwan Police Unit,8613/2018,2020,2,Assault,27.064305,83.264033,2,1,6
BANKE,Banke Police Unit,6231/2017,2023,10,Theft,30.211393,88.165337,1,2,1
DHANUSHA,Dhanusha Police Unit,771/2017,2018,1,Theft,26.47789,81.140616,4,4,3
BANKE,Banke Police Unit,4572/2024,2022,9,Drug Trafficking,30.088655,87.475461,2,5,20
MORANG,Morang Police Unit,4965/2015,2015,3,Domestic Violence,27.809162,86.775239,3,3,23
CHITWAN,Chitwan Police Unit,6413/2021,2021,1,Kidnapping,27.129751,88.015604,1,5,21
DHANUSHA,Dhanusha Police Unit,8562/2019,2020,5,Homicide,27.507887,82.226854,3,3,28
KASKI,Kaski Police Unit,6932/2020,2020,10,Fraud,27.246491,84.716432,4,0,8
BANKE,Banke Police Unit,6737/2022,2021,2,Theft,28.416395,83.657267,4,2,27
BANKE,Banke Police Unit,959/2019,2019,9,Kidnapping,26.468537,81.812134,5,2,27
LALITPUR,Lalitpur Police Unit,6232/2022,2015,9,Smuggling,28.969975,81.460826,1,5,7
RUPANDEHI,Rupandehi Police Unit,1775/2017,2018,8,Fraud,27.746786,85.203433,4,1,15
CHITWAN,Chitwan Police Unit,2447/2015,2023,7,Fraud,28.942913,86.561857,2,0,3
BHAKTAPUR,Bhaktapur Police Unit,3017/2022,2017,8,Homicide,27.566382,84.68026,5,3,26
SUNSARI,Sunsari Police Unit,2029/2024,2020,11,Human Trafficking,26.740394,85.546151,3,1,10
RUPANDEHI,Rupandehi Police Unit,3565/2015,2019,4,Theft,28.93922,83.949876,2,4,26
MORANG,Morang Police Unit,808/2018,2024,2,Homicide,29.136002,80.470223,0,2,25
LALITPUR,Lalitpur Police Unit,642/2024,2024,7,Homicide,29.028555,83.260405,5,2,4
LALITPUR,Lalitpur Police Unit,6240/2016,2021,10,Fraud,26.484641,83.399289,4,0,11
MORANG,Morang Police Unit,1017/2015,2019,7,Domestic Violence,27.678342,80.377713,0,5,1
BHAKTAPUR,Bhaktapur Police Unit,9158/2019,2022,7,Theft,26.951617,85.6268,1,0,18
MORANG,Morang Police Unit,2968/2021,2019,5,Cyber Crime,27.997318,83.031534,4,5,18
MORANG,Morang Police Unit,5889/2021,2017,11,Cyber Crime,28.959795,80.915945,0,5,12
KATHMANDU,Kathmandu Police Unit,Sep-17,2024,11,Fraud,29.781249,87.045683,4,3,25
KASKI,Kaski Police Unit,8449/2015,2015,1,Theft,29.260797,86.128677,4,3,16
MORANG,Morang Police Unit,6061/2023,2018,5,Cyber Crime,26.748043,81.747809,2,3,3
BHAKTAPUR,Bhaktapur Police Unit,6637/2016,2016,9,Kidnapping,30.363708,82.592115,5,0,13
DHANUSHA,Dhanusha Police Unit,8114/2017,2020,8,Human Trafficking,27.383025,87.757376,2,0,5
SUNSARI,Sunsari Police Unit,5198/2020,2017,4,Assault,28.671899,83.104594,5,2,14
BHAKTAPUR,Bhaktapur Police Unit,1052/2019,2020,7,Human Trafficking,28.632304,85.195853,5,2,9
BANKE,Banke Police Unit,8091/2015,2016,6,Kidnapping,30.142436,81.004299,4,0,27
LALITPUR,Lalitpur Police Unit,3718/2017,2016,5,Domestic Violence,29.146587,86.951185,5,3,18
LALITPUR,Lalitpur Police Unit,5632/2022,2023,9,Fraud,28.405255,86.758132,5,2,8
BHAKTAPUR,Bhaktapur Police Unit,2758/2016,2022,6,Theft,28.80154,82.52426,3,0,7
RUPANDEHI,Rupandehi Police Unit,5828/2022,2017,3,Smuggling,26.839488,86.329164,0,5,21
CHITWAN,Chitwan Police Unit,6806/2019,2024,11,Theft,28.759341,81.918841,4,3,14
BANKE,Banke Police Unit,5020/2019,2016,8,Theft,28.777751,83.333334,4,1,5
BHAKTAPUR,Bhaktapur Police Unit,3537/2024,2018,1,Smuggling,27.693935,87.02546,2,2,27
KASKI,Kaski Police Unit,7904/2019,2017,3,Smuggling,26.791602,87.57724,2,2,14
LALITPUR,Lalitpur Police Unit,535/2015,2021,7,Homicide,28.108333,80.471383,5,5,20
CHITWAN,Chitwan Police Unit,3281/2017,2024,7,Domestic Violence,30.086391,87.454722,1,2,18
LALITPUR,Lalitpur Police Unit,1673/2017,2019,7,Human Trafficking,27.09724,84.588138,0,5,13
BHAKTAPUR,Bhaktapur Police Unit,493/2021,2019,6,Smuggling,28.79461,84.717222,1,1,20
DHANUSHA,Dhanusha Police Unit,1372/2023,2023,7,Drug Trafficking,28.949493,80.986658,3,1,23
DHANUSHA,Dhanusha Police Unit,4439/2015,2020,8,Human Trafficking,27.952109,86.991422,3,0,7
RUPANDEHI,Rupandehi Police Unit,5872/2016,2017,9,Drug Trafficking,27.480258,88.100571,2,0,9
DHANUSHA,Dhanusha Police Unit,9331/2021,2015,11,Domestic Violence,28.282003,85.283199,3,3,22
SUNSARI,Sunsari Police Unit,1102/2019,2017,2,Domestic Violence,26.759186,81.811727,1,5,4
LALITPUR,Lalitpur Police Unit,6798/2024,2020,4,Drug Trafficking,28.135698,86.773147,2,0,9
SUNSARI,Sunsari Police Unit,843/2017,2024,4,Drug Trafficking,29.713726,80.70493,0,3,12
LALITPUR,Lalitpur Police Unit,693/2017,2023,1,Domestic Violence,29.069708,82.950004,5,2,3
DHANUSHA,Dhanusha Police Unit,979/2015,2021,7,Fraud,26.864591,87.826176,2,5,13
KATHMANDU,Kathmandu Police Unit,6404/2022,2024,1,Assault,29.142061,82.998175,4,1,8
KASKI,Kaski Police Unit,503/2021,2016,10,Theft,30.132922,83.303821,0,5,20
DHANUSHA,Dhanusha Police Unit,126/2015,2020,2,Domestic Violence,30.035967,86.091417,3,3,1
KASKI,Kaski Police Unit,9655/2016,2020,1,Drug Trafficking,28.298057,85.741742,4,4,26
DHANUSHA,Dhanusha Police Unit,7804/2019,2016,10,Fraud,26.769384,86.937614,0,1,7
BHAKTAPUR,Bhaktapur Police Unit,8391/2015,2016,11,Cyber Crime,26.441089,85.392685,3,4,22
MORANG,Morang Police Unit,4095/2018,2024,9,Cyber Crime,29.191944,87.247832,3,4,21
BANKE,Banke Police Unit,4013/2021,2023,3,Cyber Crime,27.885257,84.462586,0,5,26
RUPANDEHI,Rupandehi Police Unit,4406/2016,2022,6,Domestic Violence,27.486799,88.200873,3,0,9
CHITWAN,Chitwan Police Unit,4202/2015,2018,7,Drug Trafficking,28.539575,83.624622,3,1,28
CHITWAN,Chitwan Police Unit,5149/2015,2020,9,Theft,30.28024,82.427949,2,3,12
KATHMANDU,Kathmandu Police Unit,2349/2019,2023,4,Cyber Crime,28.053884,85.258998,1,4,10
CHITWAN,Chitwan Police Unit,6695/2017,2024,10,Assault,27.295259,84.760612,0,5,14
BANKE,Banke Police Unit,3212/2016,2018,9,Drug Trafficking,29.874012,87.456017,2,3,7
BHAKTAPUR,Bhaktapur Police Unit,492/2016,2019,7,Cyber Crime,26.707144,81.723403,5,2,28
DHANUSHA,Dhanusha Police Unit,5483/2020,2020,1,Kidnapping,27.691323,80.762893,0,1,15
CHITWAN,Chitwan Police Unit,1331/2022,2020,12,Theft,29.971773,81.180176,1,4,18
RUPANDEHI,Rupandehi Police Unit,3254/2018,2019,8,Theft,27.723447,87.195052,0,0,14
DHANUSHA,Dhanusha Police Unit,234/2020,2019,11,Kidnapping,29.741198,84.680914,4,2,5
KASKI,Kaski Police Unit,7504/2016,2018,6,Drug Trafficking,28.390938,85.942561,2,5,5
BHAKTAPUR,Bhaktapur Police Unit,4620/2022,2020,6,Drug Trafficking,27.81886,84.512697,0,0,23
LALITPUR,Lalitpur Police Unit,2354/2024,2016,7,Homicide,30.390835,82.105025,0,5,13
CHITWAN,Chitwan Police Unit,5804/2020,2021,10,Smuggling,27.301238,84.304618,1,2,23
KASKI,Kaski Police Unit,8170/2018,2024,2,Human Trafficking,28.526695,84.272923,3,0,10
KASKI,Kaski Police Unit,7826/2021,2024,11,Cyber Crime,29.260929,84.615997,3,1,11
BANKE,Banke Police Unit,2055/2020,2020,3,Kidnapping,28.113739,81.600213,3,5,2
BHAKTAPUR,Bhaktapur Police Unit,9695/2018,2024,6,Kidnapping,26.938719,82.048997,5,5,7
LALITPUR,Lalitpur Police Unit,3215/2021,2018,12,Fraud,26.440713,80.51741,1,1,23
KATHMANDU,Kathmandu Police Unit,6632/2017,2019,5,Drug Trafficking,29.54996,87.732926,3,0,11
DHANUSHA,Dhanusha Police Unit,8046/2020,2021,12,Cyber Crime,29.219836,85.961876,0,4,12
LALITPUR,Lalitpur Police Unit,7854/2022,2023,1,Assault,27.31679,88.130684,1,2,11
MORANG,Morang Police Unit,980/2015,2020,2,Drug Trafficking,27.51145,86.490028,3,0,16
RUPANDEHI,Rupandehi Police Unit,2902/2023,2020,1,Smuggling,27.020698,83.248264,0,5,8
RUPANDEHI,Rupandehi Police Unit,8469/2015,2017,2,Drug Trafficking,27.20648,83.019761,2,2,19
DHANUSHA,Dhanusha Police Unit,4145/2017,2024,9,Human Trafficking,29.700827,80.449012,3,1,10
SUNSARI,Sunsari Police Unit,9036/2019,2022,5,Domestic Violence,29.726054,85.152897,1,0,27
KATHMANDU,Kathmandu Police Unit,1231/2021,2023,8,Fraud,27.599106,80.370874,4,0,24
KASKI,Kaski Police Unit,9323/2024,2017,2,Human Trafficking,28.83219,80.446859,5,0,6
CHITWAN,Chitwan Police Unit,7588/2018,2022,8,Homicide,27.740487,80.745557,3,0,7
CHITWAN,Chitwan Police Unit,2409/2020,2017,6,Assault,28.132343,84.741491,5,3,12
MORANG,Morang Police Unit,122/2019,2020,10,Theft,29.617451,83.253684,1,1,15
DHANUSHA,Dhanusha Police Unit,1890/2017,2021,2,Theft,29.96305,86.293053,5,3,6
MORANG,Morang Police Unit,9672/2017,2021,5,Kidnapping,27.159942,82.61925,4,3,28
KASKI,Kaski Police Unit,9388/2023,2017,9,Smuggling,30.350126,82.833319,4,4,17
KATHMANDU,Kathmandu Police Unit,5426/2018,2019,2,Cyber Crime,28.617224,83.323271,3,4,4
LALITPUR,Lalitpur Police Unit,1195/2016,2019,10,Theft,30.20705,83.009669,2,0,8
BHAKTAPUR,Bhaktapur Police Unit,5017/2016,2018,1,Kidnapping,29.048113,83.506295,5,0,23
KATHMANDU,Kathmandu Police Unit,3243/2019,2020,8,Domestic Violence,28.401233,83.563738,2,4,9
BANKE,Banke Police Unit,8574/2020,2018,4,Fraud,29.527009,85.886596,2,2,24
BANKE,Banke Police Unit,8038/2022,2017,11,Theft,29.410146,86.804385,5,1,19
CHITWAN,Chitwan Police Unit,9126/2019,2020,1,Assault,27.637784,87.857226,3,3,12
LALITPUR,Lalitpur Police Unit,3451/2024,2023,2,Smuggling,29.490566,87.945757,2,0,1
RUPANDEHI,Rupandehi Police Unit,1258/2016,2019,7,Kidnapping,29.387302,83.502224,2,2,26
KATHMANDU,Kathmandu Police Unit,6126/2019,2021,9,Assault,29.42275,87.158684,4,1,5
BANKE,Banke Police Unit,4550/2016,2018,11,Fraud,27.782172,82.600029,3,1,2
MORANG,Morang Police Unit,3202/2015,2020,3,Drug Trafficking,26.695851,83.775416,4,0,25
KATHMANDU,Kathmandu Police Unit,3518/2023,2021,9,Smuggling,29.744096,82.037648,2,3,1
BANKE,Banke Police Unit,7140/2019,2015,3,Cyber Crime,28.611624,80.236267,2,1,8
DHANUSHA,Dhanusha Police Unit,7931/2017,2020,4,Domestic Violence,28.276353,81.027574,0,4,6
KATHMANDU,Kathmandu Police Unit,8554/2024,2016,3,Assault,30.197528,84.230731,4,1,1
RUPANDEHI,Rupandehi Police Unit,6597/2022,2021,1,Theft,28.922455,87.084777,0,4,13
KATHMANDU,Kathmandu Police Unit,5132/2023,2019,10,Fraud,28.672821,85.588014,2,2,23
SUNSARI,Sunsari Police Unit,2945/2018,2023,6,Drug Trafficking,29.187342,83.185455,1,1,19
DHANUSHA,Dhanusha Police Unit,7714/2016,2022,7,Drug Trafficking,28.73994,82.122608,4,5,22
LALITPUR,Lalitpur Police Unit,7221/2019,2018,3,Theft,30.023453,85.645226,5,1,18
BHAKTAPUR,Bhaktapur Police Unit,1405/2020,2016,3,Homicide,26.953349,85.816176,4,5,3
RUPANDEHI,Rupandehi Police Unit,5811/2023,2017,12,Theft,29.109094,80.098632,4,3,6
BHAKTAPUR,Bhaktapur Police Unit,6142/2024,2019,6,Kidnapping,26.556613,80.503244,1,3,17
KATHMANDU,Kathmandu Police Unit,8336/2018,2021,5,Fraud,27.803726,83.04716,2,4,19
KASKI,Kaski Police Unit,9688/2021,2016,5,Smuggling,27.176111,85.11051,5,0,26
MORANG,Morang Police Unit,6486/2019,2024,6,Drug Trafficking,29.151881,80.366643,3,0,27
DHANUSHA,Dhanusha Police Unit,5035/2023,2020,6,Kidnapping,27.360081,83.476909,2,1,26
CHITWAN,Chitwan Police Unit,6851/2022,2024,5,Assault,27.7005,85.009549,3,0,24
DHANUSHA,Dhanusha Police Unit,4947/2017,2021,1,Kidnapping,27.499353,85.476002,5,0,7
SUNSARI,Sunsari Police Unit,595/2020,2017,5,Cyber Crime,29.821586,80.407016,0,4,23
BHAKTAPUR,Bhaktapur Police Unit,4980/2022,2015,5,Cyber Crime,28.69013,80.517005,4,3,1
SUNSARI,Sunsari Police Unit,5665/2018,2019,9,Cyber Crime,29.128548,86.956944,5,4,13
KATHMANDU,Kathmandu Police Unit,2923/2020,2019,12,Theft,29.797704,85.66116,5,2,21
KATHMANDU,Kathmandu Police Unit,9449/2016,2024,5,Domestic Violence,26.385068,82.154308,5,4,17
KASKI,Kaski Police Unit,191/2015,2023,4,Kidnapping,29.217822,83.4488,3,3,17
